cote_rangement,titre,dates_extremes,niveau_description,importance_materielle,provenance_ou_processus,initial_processus,mots_cles_matieres,analyse_diplomatique,date_versement,date_enregistrement,passage_ged,duree_utilite_admin,sort_final,notes
 0011/APP," ACHAT DE PRODUITS PETOLIERS : CONTRAT A TERME TRAFIGURA, SIR, PETROCI, ADDAX, TIT, AMKO TRADING, ASPEN, PETROFA", NOVEMBRE 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  CONTRACTUALISATION,  SIR,  TRAFIGURA,  PETROCI,  ADDAX,  TIT,  ASPEN,  PETROFA,  AMKO TRADING", CONTRAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0012/APP," ACHAT DE PRODUITS PETOLIERS : CONTRAT A TERME TRAFIGURA, SIR, PETROCI, ADDAX, TIT, ASPEN, PETROFA, AMKO  TRADING", DECEMBRE 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  CONTRACTUALISATION,  SIR,  TRAFIGURA,  PETROCI,  ADDAX,  TIT,  ASPEN,  PETROFA,  AMKO TRADING", CONTRAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0013/APP," ACHAT DE PRODUITS PETOLIERS : APPEL D'OFFRE Nø01-2020 AMKO TRADING, TRAFIGURA, SAGE TRADING, VITOL", 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  FACTURATION,  AMKO TRADING,  TRAFIGURA,  SAGE TRADING,  VITOL", CERTIFICAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0014/APP," ACHAT DE PRODUITS PETOLIERS : APPEL D'OFFRE Nø02-2020 VITOL, AMKO TRADING", 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  FACTURATION,  VITOL,  AMKO TRADING", CERTIFICAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0015/APP," ACHAT DE PRODUITS PETOLIERS : APPEL D'OFFRE Nø03-2020 ILDO OIL, LITASCO, AUGUSTA, CHASE PETROLEUM, TRAFIGURA, SAHARA, VITOL", 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  FACTURATION,  ILDO OIL,  LITASCO,  AUGUSTA,  CHASE PETROLEUM,  TRAFIGURA,  SAHARA,  VITOL", CERTIFICAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0016/APP, ACHAT DE PRODUITS PETOLIERS : ACHAT SPOT DE PRODUITS PETROLIERS Nø01-2020 AMKO, 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  SPOT,  AMKO", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0017/APP, ACHAT DE PRODUITS PETOLIERS : ACHAT SPOT DE PRODUITS PETROLIERS Nø02-2020 TIT, 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  SPOT,  TIT", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0018/APP," ACHAT DE PRODUITS PETOLIERS : ACHAT SPOT DE PRODUITS ""PETROLIERS Nø03 ; 04 ; 05-2020 AMKO TRADING, TIT, VITOL""", 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  SPOT,  AMKO TRADING,  TIT,  VITOL", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0019/APP, ACHAT DE PRODUITS PETOLIERS : ACHAT SPOT DE PRODUITS PETROLIERS Nø06-2020 TIT, 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  SPOT,  TIT", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0020/APP," ACHAT DE PRODUITS PETOLIERS : ACHAT SPOT DE PRODUITS ""PETROLIERS Nø07 ; 08-2020 TIT, AMKO TRADING""", 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  SPOT,  TIT,  AMKO TRADING", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0021/APP, ACHAT DE PRODUITS PETOLIERS : CONSULTATION RESTREINTE Nø01-2020 TM, 2020, DOSSIER, PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  APPROVISIONNEMENT,  TM", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0022/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DE STOCK EXTERIEUR DAS, 2020, DOSSIER, 17 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  STOCK,  DEPOT COTIER", ETAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0023/APP, ACHAT DE PRODUITS PETOLIERS : DOSSIER D'APPEL D'OFFRE POUR FOURNITURE DE PRODUITS PETROLIERS, 2020, DOSSIER, 06 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  SODIGAZ,  ALVARA COMMERCIAL,  TURGO COMODITIES,  BRAXCEL GROUP,  PETRO AFRIQUE,  FLIVENT", CORRESPONDANCE, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0024/APP, ACHAT DE PRODUITS PETOLIERS : DOSSIER D'APPEL D'OFFRE POUR FOURNITURE DE PRODUITS PETROLIERS, 2020, DOSSIER, 18 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  LA CHORALE,  ADDAX,  OCTOGONE,  TIT,  MOCOH", CORRESPONDANCE, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0025/APP, ACHAT DE PRODUITS PETOLIERS : DOSSIER D'APPEL D'OFFRE POUR FOURNITURE DE PRODUITS PETROLIERS, 2020, DOSSIER, 10 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  ILDO OIL,  SHELL,  ADDAX,  TRAFIGURA", CORRESPONDANCE, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0026/APP, ACHAT DE PRODUITS PETOLIERS : RAPPORT D'ACTIVITES DAS, 2020, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  ACTIVITE", RAPPORT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0027/APP, ACHAT DE PRODUITS PETOLIERS : RAPPORT D'ACTIVITES DAS, 2021, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  ACTIVITE", RAPPORT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0028/APP, ACHAT DE PRODUITS PETOLIERS : RAPPROCHEMENT DES ACHATS SAS, 2020, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  RAPPROCHEMENT", PROCES VERBAL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0029/APP, ACHAT DE PRODUITS PETOLIERS : VALORISATION DES STOCKS DAS, 2020, DOSSIER, 02 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  STOCK,  VALORISATION", ETAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0030/APP, ACHAT DE PRODUITS PETOLIERS : SITUATION DE DECLASSEMENTS SAS, 2020, DOSSIER, 02 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  DECLASSEMENT", ETAT, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0031/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, DECEMBRE 2020, DOSSIER, 02 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0032/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, AOUT 2020, DOSSIER, 36 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0033/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, JUILLET 2020, DOSSIER, 41 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0034/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, JUIN 2020, DOSSIER, 05 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0035/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, MAI 2020, DOSSIER, 36 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0036/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, AVRIL 2020, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0037/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, MARS 2020, DOSSIER, 63 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0038/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2020, JANVIER 2020, DOSSIER, 44 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0039/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2021, FEVRIER 2021, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0040/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2021, MARS 2021, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0041/APP, ACHAT DE PRODUITS PETOLIERS : VERIFICATION DES ETATS MENSUELS DE 2021, JANVIER 2021, DOSSIER, 01 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  VERIFICATION,  STOCK,  DEPOT COTIER", ETAT MENSUEL, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0042/APP, ACHAT DE PRODUITS PETOLIERS : FRAIS DE SPOT (A1 ACHATS LOCAUX), 2020, DOSSIER, 11 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  FACTURATION,  FRAIS SPOT,  VITOL,  AMKO TRADING,  MAGNETE", FACTURE, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 0043/APP, ACHAT DE PRODUITS PETOLIERS : FACTURES FRAIS SPOT, MAI - JUILLET 2021, DOSSIER, 05 PIECES, GERER LES ACHATS DE PRODUITS PETROLIERS, GAPP," ACHAT,  PRODUIT PETROLIER,  FACTURATION,  FRAIS SPOT,  GESTOCI,  SAHARA,  OSPP", FACTURE, 05-07-2021, 14-10-2021, DOCUCOM, 10 ANS, CONSERVATION DEFINITIVE,
 001/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT CARBUREX," JANVIER , OCTOBRE - DECEMBRE 2020", DOSSIER, 235 PIECES, FACTURER ET RECOUVRER LES PRESTATION CLIENTS, FRP," VENTE DE PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  FACTURATION,  CARBUREX", ETAT DE REGLEMENT,, 08-11-2021,, 10 ANS, DESTRUCTION,
 0002/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SODISER," JANVIER, MARS,SEPTEMBRE-DECEMBRE 2020", DOSSIER, 178 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  SODISER", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0003/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT : ETALON ENERGY, JANVIER 2020, DOSSIER, 01 PIECE, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  ETALON ENERGY", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0004/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SMB, NOVEMBRE 2020, DOSSIER, 01 PIECE, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  SMB", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0005/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SKI," JANVIER,OCTOBRE - DECEMBRE", DOSSIER, 146 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  SKI", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0006/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT : STAR-OIL," JANVIER,AVRIL - DECEMBRE", DOSSIER, 183 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  STAR-OIL", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0007/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT DOUANE, FEVRIER 2020, DOSSIER, 01 PIECE, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  DOUANE", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0008/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT RADA PETROLIERS, JANVIER - DECEMBRE 2020, DOSSIER, 221 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  RADA PETROLIER", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0009/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT ACCES-OIL, JANVIER - DECEMBRE 2020, DOSSIER, 316 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  ACCES-OIL", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0010/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT APRIL - OIL, JANVIER - DECEMBRE 2020, DOSSIER, 218 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0011/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT OIL - BURKINA, JANVIER - DECEMBRE 2020, DOSSIER, 338 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  OIL - BURKINA", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0012/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT HYDRO-LUB, AVRIL-DECEMBRE 2020, DOSSIER, 64 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  HYDRO-LUB", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0013/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT PETROFA, JANVIER-DECEMBRE 2020, DOSSIER, 300 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  PETROFA", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0014/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SODIS-OIL, JANVIER-SEPTEMBRE 2020, DOSSIER, 299 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  SODIS-OIL", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0015/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SOMOUF," JANVIER,SEPTEMBRE-DECEMBRE 2020", DOSSIER, 159 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  SOMOUF", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0016/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SOBOCOP," JANVIER,MARS,JUIN - DECEMBRE 2020", DOSSIER, 50 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0017/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT PETRO-OR, JUIN-DECEMBRE 2020, DOSSIER, 30 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  PETRO-OR", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
 0018/FRP, VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT FACTURE CLIENT SELF, JANVIERS - DECEMBRE 2020, DOSSIER, 234 PIECES, FACTURER ET RECOUVRER LES PRESTATIONS CLIENTS, FRP," VENTE,  PRODUIT PETROLIER,  FACTURATION,  REGLEMENT,  PETRO-OR", ETAT DE REGLEMENT, 08-11-2021, 12-05-2022,, 10 ANS, DESTRUCTION,
